0,30,30000,0.06666666666666667,0.25,50,10000,100, 7.967452774009923, 193, AlliterativeTitle, AmnesiaEpisode, ArbitraryHeadcountLimit, BannedInChina, CelebrityLie, DeceptivelySimpleDemonstration, EmbarrassingFirstName, FixingTheGame, HappyRain, IkeaErotica, InterstellarWeapon, LadyMacbeth, MagicAisMagicA, MakeTheBearAngryAgain, NotSoStoic, PacManFever, ReadingsBlewUpTheScale, RuleOfSymbolism, RuleThirtyFour, StillWearingTheOldColors, TropeCodifier, TwentyMinutesInTheFuture, TwistEnding, UncertifiedExpert, WeaponTombstone, [GENRE]Biography, [GENRE]Crime, [GENRE]Drama, [GENRE]Romance, [GENRE]War
0,30,30000,0.06666666666666667,0.5,50,10000,103, 8.093796434791665, 198, AdLib, AdaptationDisplacement, AgonyOfTheFeet, AssimilationAcademy, BadassBeard, BeCarefulWhatYouWishFor, BestOutOfInfinity, BriefAccentImitation, CryForTheDevil, DutchAngle, EscalatingBrawl, EverythingsBetterWithMonkeys, HeManWomanHater, MacFarlane, MergedReality, NobilityMarriesMoney, NobleBigotwithaBadge, OldMoney, OutOfCharacterAlert, SeasonalMotif, StunnedSilence, SumoWrestling, TheArtfulDodger, TheyCallMeMrTibbs, ThisIsGoingToBeHuge, TrickedOutTime, TropeCodifier, [GENRE]Biography, [GENRE]Documentary, [GENRE]War
0,30,30000,0.06666666666666667,0.25,200,10000,102, 8.85626649427377, 198, ActionFashionista, BadassFingerSnap, BewareTheNiceOnes, Cthulhumanoid, CulturePolice, DisappearingBox, DoYouWantToCopulate, DutchAngle, ExtremelyShortTimespan, FanDisservice, HandSignals, IncrediblyLongNote, LowerDeckEpisode, MaleRestroomEtiquette, MissedMomentOfAwesome, MisspellingOutLoud, NewSoundAlbum, NoTalkingOrPhonesWarning, PornNames, StandardMovieSong, StarFishAliens, StorybookOpening, TheSuperego, UnorthodoxReload, UntranslatedTitle, [GENRE]Documentary, [GENRE]Drama, [GENRE]History, [GENRE]Romance, [GENRE]Western
0,30,30000,0.06666666666666667,0.75,50,10000,106, 8.355541082196385, 200, ChildhoodFriend, DisneyDogFight, DoubleConsciousness, DuelToTheDeath, DutchAngle, FakePregnancy, FourIsDeath, GordonHunt, HandBlast, HumanCannonball, ICanExplain, InTheBack, LaserCutter, MookFaceTurn, MovieMakingMess, NoisyGuns, OverrankedSoldier, ParentalIncest, PercussiveTherapy, PlanningForTheFutureBeforeTheEnd, ProtagonistWithoutAPast, ReluctantPsycho, ShakespearianActors, TheMelBrooksNumber, ThemeAndVariations, WeaponforIntimidation, [GENRE]Biography, [GENRE]Documentary, [GENRE]War, [GENRE]Western
0,30,30000,0.06666666666666667,0.25,100,10000,101, 8.892055167697386, 209, AndIntroducing, AttractiveBentSpecies, BigYes, BoardingPod, ChocolateBaby, DoesNotUnderstandSarcasm, DramaticTimpani, FakeRabies, GainaxEnding, HandOfDeath, HauntedHouse, IKnewThereWasSomethingAboutYou, IdiosyncraticEpisodeNaming, MartialArtsMovie, MatchCut, MonsterShapedMountain, NestedMouths, OverShadowedByAwesome, SparedByTheAdaptation, TheAssimilator, ThereShouldBeALaw, ThisIsSomethingHesGotToDoHimself, TooImportantToWalk, TropaholicsAnonymous, TropeCodifier, WritingByTheSeatOfYourPants, [GENRE]Documentary, [GENRE]Drama, [GENRE]War, [GENRE]Western
0,30,30000,0.06666666666666667,0.5,100,10000,104, 8.266853060291817, 218, AntiMagic, CadreOfForeignBodyguards, CallAHumanAMeatbag, ConspicuouslyLightPatch, GetARoom, GlassCannon, HappyEnding, HouseWife, KirkSummation, MartyrWithoutACause, MostCommonCardGame, PinealWeirdness, ShockingDefeatLegacy, SilenceIsGolden, SlaveCollar, SlidingScaleOfVillainEffectiveness, Snapback, StupidCrooks, TalkingWithSigns, TheDrifter, ThisMeansWarPaint, ThoseWackyNazis, ToyotaTripwire, TrashTheSet, WhenDimensionsCollide, WildCard, [GENRE]Documentary, [GENRE]Drama, [GENRE]Music, [GENRE]Western
0,30,30000,0.06666666666666667,0.5,200,10000,105, 8.931009959336166, 276, ContentWarning, DriveInTheater, DrunkOnPower, DutchAngle, ForgottenFirstMeeting, FunnySchizophrenia, GoingInCircles, GreyAndBlackMorality, HorseOfADifferentColor, LanguageBarrier, LoversLedge, NPC, NaughtyBirdWatching, ObstructiveLoveInterest, OffIntoTheDistanceEnding, OverAndUnderTheTop, RealityEnsues, ShortRangeLongRangeWeapon, ShrugOfGod, SingleMomStripper, SliceOfLife, SpecialEffects, StuckOnASkiLift, TropeCodifier, UniformityException, UntranslatedTitle, [GENRE]Biography, [GENRE]Documentary, [GENRE]Drama, [GENRE]Romance
0,30,30000,0.03333333333333333,0.25,50,10000,109, 7.807279170167333, 148, BeyondTheImpossible, BlindAlley, BlowGun, CityWithNoName, DeathByDespair, DecisiveBattle, FutureLoser, GirlsWithMustaches, GlobalWarming, GoingCommando, GoldfishPoopGang, HomeGame, InTheBack, IncongruouslyDressedZombie, IronLady, NoPlotNoProblem, OedipalComplex, OffIntoTheDistanceEnding, OneManBand, PlayedWith, Prospector, ShesAllGrownUp, SoftWater, Subverted, SurrealHorror, VandalismBackfire, Yellowface, [GENRE]Crime, [GENRE]History, [GENRE]Western
0,30,30000,0.03333333333333333,0.25,100,10000,110, 8.25923847833655, 176, AbsurdlySharpBlade, AcquiredPoisonImmunity, AxesAtSchool, CannonFodder, CircusOfFear, DinnerOrderFlub, Doomsayer, FauxReigner, FromBadToWorse, HormoneAddledTeenager, HostileTerraforming, KidsAreCruel, LongHairedPrettyBoy, MoralityChip, MuggedForDisguise, PeakOil, SacredFirstKiss, ShieldSurf, SilenceIsGolden, SpamAttack, SpinningNewspaper, SpoiledByTheFormat, Streetwalker, Triad, UnwillingSuspension, [GENRE]Animation, [GENRE]Drama, [GENRE]History, [GENRE]War, [GENRE]Western
0,30,30000,0.03333333333333333,0.5,50,10000,112, 8.140252981328114, 188, AllUpToYou, AmbiguousEnding, ArchaicWeaponForAnAdvancedAge, AsideGlance, BedsheetLadder, CueTheRain, CueTheSun, DubNameChange, DutchAngle, EvenBetterSequel, FamilyUnfriendlyDeath, Flynning, FreudianExcuse, HelicopterBlender, HolywoodAtheist, JokeCharacter, NoProtagonist, OffIntoTheDistanceEnding, OneTruePairing, PunctuationShaker, RocksFallEveryoneDies, SilenceIsGolden, TearsOfFear, TheLastStand, TheMinionMaster, TropicalEpilogue, YouFightLikeACow, [GENRE]Documentary, [GENRE]Film-Noir, [GENRE]Music
0,30,30000,0.06666666666666667,0.75,100,10000,107, 8.069941798318805, 225, AlbumIntroTrack, AllWomenAreDomsAllMenAreSubs, ArsonMurderAndJaywalking, CarcassSleepingBag, CityOfWeirdos, DeconstructionFic, DisabilitySuperPower, FatAndSkinny, FreezeRay, GoodOldWays, HolyShitQuotient, KinkMeme, ListingTheFormsOfDegenerates, MustBeInvited, OminousFog, PerplexingPlurals, PlotCoupons, ProudBeauty, SchmuckBait, ScullyBox, SilenceIsGolden, TheAloner, ThereCanOnlyBeOne, TrashLanding, TropeCodifier, WorldOfHam, [GENRE]Biography, [GENRE]Drama, [GENRE]War, [GENRE]Western
0,30,30000,0.03333333333333333,0.5,100,10000,113, 9.036810457723803, 194, AlmightyJanitor, AnthropomorphicTransformation, CreatorCameo, DorkHorseCandidate, EconomyCast, EmoTeen, HistoricalDowngrade, InTouchWithHisFeminineSide, ItRunsInTheFamily, KillingInSelfDefense, LostWorld, MisguidedMissile, MysteryCult, OutsideRide, ShapeshiftingSeducer, SliceOfLife, StuffedIntoATrashcan, SurrealHorror, TheDiseaseThatShallNotBeNamed, ThereAreNoGoodExecutives, UrbanRuins, VulgarComedy, WesternAnimationOfThe2010s, WorkplaceRomance, [GENRE]Biography, [GENRE]Documentary, [GENRE]Drama, [GENRE]Film-Noir, [GENRE]Romance, [GENRE]War
0,30,30000,0.06666666666666667,0.75,200,10000,108, 8.81068698348978, 308, BattleTrophy, Bishounen, CargoCult, ChristianRock, ClockTower, Druid, FunnyTShirt, HotterAndSexier, KissOfDeath, MiraSorvino, MistakenFromBehind, MundaneMadeAwesome, NotAZombie, RememberedICouldFly, SerialSpouse, SexyDiscretionShot, SilenceIsGolden, SizeShifter, StarWars, TechnologicallyAdvancedFoe, ThatNostalgiaShow, Understatement, VainSorceress, WholesomeCrossDresser, [GENRE]Documentary, [GENRE]Drama, [GENRE]Music, [GENRE]Romance, [GENRE]War, [GENRE]Western
